id,name,description,mana,created_at,updated_at,char_id,cooldown,skill_number,parent_id
254,Enhanced Scar of Barbarism,"Deals ??? P.DMG to 1 enemy. Then, moves to random enemies while continuously attacking the nearby area and knocking back hit enemies to deal a total of ??? P.DMG. The last strike deals ??? P.DMG to frontal enemies and knocks them down for 4 sec.",1,2020-07-08 12:11:06.139509,2020-07-08 12:11:06.139509,50,0,1_2,253
255,On the Hunt,"Moves behind the farthest enemy to deal ??? P.DMG, and inflicts [Hunt Mark] to all enemies for 12 sec. Enemies under [Hunt Mark] take 20% increased P.DMG and have their Heal Rate reduced by 25%. Dispels all positive effects from enemies with [Enhanced Hunt Mark].",3,2020-07-08 12:11:14.954436,2020-07-08 12:11:14.954436,50,15,2,
256,Enhanced On the Hunt,"Moves behind the farthest enemy to deal ??? P.DMG that ignores DEF, and inflicts [Enhanced Hunt Mark] to all enemies for 12 sec. Enemies under [Enhanced Hunt Mark] take 40% increased P.DMG, have their Heal Rate reduced by 50%, and their ATK Spd by 25%. Dispels all positive effects from enemies with [Hunt Mark].",1,2020-07-08 12:11:26.373934,2020-07-08 12:11:26.373934,50,0,2_2,255
257,Demonic Eyes of Petrification,"Deals ??? P.DMG to frontal enemies ??? times, and petrifies them for 3 sec, reducing their All Dodge Chance by 200 for 10 sec.",3,2020-07-08 12:11:37.087349,2020-07-08 12:11:37.087349,50,30,3,
258,Enhanced Demonic Eyes of Petrification,"Deals ??? P.DMG that ignores DEF to frontal enemies in a wider range ??? times, and petrifies them for 5 sec, reducing their All Dodge Chance by 200 for 10 sec.",1,2020-07-08 12:11:48.242418,2020-07-08 12:11:48.242418,50,0,3_2,257
259,Demonic Blood,"Gains 1 stack of [Demonic Blood] upon using a skill. It can be stacked up to max 4 times, and upon gaining 4 stacks, reset Cooldown of all Skills and [Enhanced Skill] becomes available. Using [Enhanced Skill] removes [Demonic Blood] stacks. Upon gaining each stack of [Demonic Blood], increases own ATK by ??? and All Dodge chance by 40 for 20 sec. This effect can be stacked up to max 5 times.",NULL,2020-07-08 12:11:59.830586,2020-07-08 12:11:59.830586,50,NULL,4,
260,Mace of Rehabilitation,"Deals P.DMG of ??? to enemy target and nearby enemies within narrow range, and stuns them for 1 sec. Hit enemies are inflicted with Disarmament for 7 sec. Enemies in Disarmament will have their P.Block changed to 0. This effect cannot be removed.",2,2020-07-08 12:12:28.061801,2020-07-08 12:12:28.061801,51,10,1,
261,Merciless Gale,"Swings the weapon to attack enemies in a circular range of self 7 times. Each hit deals ??? P.DMG and stuns for 1.5 sec. If the target is a Hero, reduces P.DEF by 30%, and if the target is not a Hero, causes it to take 30% increased P.DMG for 5 sec.",3,2020-07-08 12:12:38.350072,2020-07-08 12:12:38.350072,51,14,2,
262,Last Execution,"Sets in position, focuses, then attacks enemies in a wide frontal range to deal ??? P.DMG, dispel positive effects, and knock them down for 6 sec. Deals ??? additional P.DMG to Non-Hero enemies. For this Skill, ACC and CC Accuracy will be increased by 500.",4,2020-07-08 12:12:49.067404,2020-07-08 12:12:49.067404,51,20,3,
263,Massacre Instinct,"Increases ATK by ??? and Crit Chance by 300. When HP falls below 35%, Cruel Madness effect will be activated. For 8 sec, Cruel Madness effect removes all negative effects from self, increases ATK by ??? and ATK Spd by 500, reduces DMG received by 50%, and grants immunity to CC. This effect only activates once during the battle.",NULL,2020-07-08 12:12:59.842006,2020-07-08 12:12:59.842006,51,NULL,4,
264,Dimension Blade,"Deals ??? P.DMG to target enemies and gains 1 stack of Blade per each hit enemy. The number of target increases depending on the number of Blade stacks. Blade can be stacked up to max 5 times, and lasts for 20 sec.",1,2020-07-08 12:13:14.629537,2020-07-08 12:13:14.629537,52,10,1,
265,Dimension Cleaver,"Dispels all positive effects of target enemy and deals ??? P.DMG. Hit enemies take ??? P.DMG for 10 sec, and are knocked down for 3 sec. The number of target increases depending on the number of Blade stacks.",3,2020-07-08 12:13:23.603878,2020-07-08 12:13:23.603878,52,14,2,
266,Infinity Blades,"Deals ??? P.DMG to frontal enemies in range, and the final attack deals ??? P.DMG to one enemy, inflicting knockdown for 3 sec. The number of target for the last attack increases depending on the number of Blade stacks.",4,2020-07-08 12:13:33.051166,2020-07-08 12:13:33.051166,52,25,3,
267,Hidden Blade,Each auto attack fires an additional blade that deals ??? P.DMG. The number of target increases depending on the number of Blade stacks.,NULL,2020-07-08 12:13:47.096952,2020-07-08 12:13:47.096952,52,NULL,4,
268,Time Fracture,"Deals ??? M.DMG to enemies in a straight line, and inflicts Petrify for 3 sec.",2,2020-07-08 12:14:17.555919,2020-07-08 12:14:17.555919,53,7,1,
269,Time Fragments,"Attacks random enemies 6 times, dealing a total of ??? M.DMG. With 50% chance, 'Time Fragments' cooldown resets and consumes no mana for the next single activation.",3,2020-07-08 12:14:26.560998,2020-07-08 12:14:26.560998,53,12,2,
270,Time Distortion,Deals ??? M.DMG to all enemies and increases all allies' ATK Spd by 250 for 15 sec. All allies' skill cooldown is reduced by 50%. 'Time Distortion' is not affected by skill cooldown reduction.,4,2020-07-08 12:17:59.351711,2020-07-08 12:17:59.351711,53,35,3,
271,Clock Magic,"Upon using the skill, next 2 attacks deal ??? additional M.DMG with a 30% chance to petrify the target for 3 sec. This effect activates every 1 sec.",NULL,2020-07-08 12:18:06.785407,2020-07-08 12:18:06.785407,53,NULL,4,
272,Card of Death - Carta,"Attacks enemy target, dealing ??? M.DMG and inflicting Stun for 3 sec. Consumes the card in possession to inflict additional effects. Upon using the skill, gains the card of [Death]. [Death] - DMG ignores target's DEF and Stun duration increases by 5 sec. [Love] - Deals a total of ??? M.DMG over time for 10 sec and reduces heal rate by 100%. [Fortune] - Skill Cooldown does not take effect.",3,2020-07-08 12:19:12.761902,2020-07-08 12:19:12.761902,54,15,1,
273,Card of Love - Elliciad,Increases ATK by ??? for 12 sec and Mana Recovery/Sec by 100%. Consumes a card in possession to gain an additional effect according to the card type. Gains [Love] card upon use. [Death] - DEF Penetration increases by 600 for the duration of skill and gains immunity to CC for 6 sec. [Love] - The effect applies to all allies. [Luck] - Cooldown does not apply.,2,2020-07-08 12:19:21.013924,2020-07-08 12:19:21.013924,54,15,2,
274,Card of Fortune - Vellekia,Increases ATK by ??? for 12 sec and Mana Recovery/Sec by 100%. Consumes a card in possession to gain an Attacks the target and the enemies near it to deal ??? M.DMG. This attack cannot miss and deals 100% increased Crit DMG. Gains [Luck] card upon use. [Death] - Crit DMG increases by 120%. [Love] - Removes all positive effects from enemies in range and silences them for 2 sec. [Luck] - Cooldown does not apply. Recovers 1 orb of Mana.effect according to the card type. Gains [Love] card upon use. [Death] - DEF Penetration increases by 600 for the duration of skill and gains immunity to CC for 6 sec. [Love] - The effect applies to all allies. [Luck] - Cooldown does not apply.,3,2020-07-08 12:19:28.767641,2020-07-08 12:19:28.767641,54,2,3,
275,Pathfinder of Fate,"All allies' ATK is increased by ??? , and Crit Chance is increased by 100. Ophelia gains additional effect according to the card in possession. [Death] - ATK is increased by 30%. [Love] - Per each sec, heals 7% of max HP. [Fortune] - M.Dodge Chance is increased by 200.",NULL,2020-07-08 12:19:39.547237,2020-07-08 12:19:39.547237,54,NULL,4,
276,A Present For You!,"Attacks the enemy and enemies neraby within a wide range, dealing ??? P.DMG and inflicting them with 'Eternal Blaze'. Enemies inflicted with 'Eternal Blaze' take a total of ??? P.DMG over 10 sec and their Heal Rate reduced by 25%. after use of this skill, [Now D.I.E!] can be used within 10 sec.",2,2020-07-08 12:20:16.2516,2020-07-08 12:20:16.2516,55,22,1,
277,Now D.I.E!,"Attacks enemies in a wide frontal range 7 times, dealing ??? P.DMG each hit. If the target is not a Hero, deals ??? additional P.DMG. Enemies inflicted with 'Eternal Blaze' take ??? additional P.DMG each hit.",2,2020-07-08 12:20:27.567316,2020-07-08 12:20:27.567316,55,0,1_2,276
278,The Thrill! How Exciting!!,"Hit enemies within range of self 12 times, dealing a total of ??? P.DMG, and increasing own ATK by ??? and DEF Penetration by 500 for 15 sec.",2,2020-07-08 12:20:38.682365,2020-07-08 12:20:38.682365,55,20,2,
279,Don't You Dare Run!,"Attacks a random enemy 10 times, dealing a total of ??? P.DMG. Attack the same target icnreases DMG by ??? each hit.",3,2020-07-08 12:20:48.704517,2020-07-08 12:20:48.704517,55,21,3,
280,Cruel Delight,"Increawses ATK by ???, and DMG dealt to Non-Hero enemies by 30%. Attacking enemies inflicted with 'Eternal Blaze' reignites 'Eternal Blaze'.",NULL,2020-07-08 12:20:56.40787,2020-07-08 12:20:56.40787,55,NULL,4,
281,Wedge of Cold Snap,"Deal ??? M.DMG to the targeted enemy and inflict Freeze for 5 sec. If any enemies are inflicted with Frost, deal DMG and inflict Freeze to them as well.",2,2020-07-08 12:21:14.914702,2020-07-08 12:21:14.914702,56,12,1,
282,Ice Spear,"Attacks random enemies 5 times, dealing ??? M.DMG and inflicting Frost. When attacking enemies inflicted with Frost, creates an additional spear that deals extra half DMG. Additional spears do not inflict Frost. Enemies inflicted with Freeze take 50% increased DMG.",2,2020-07-08 12:21:24.540768,2020-07-08 12:21:24.540768,56,8,2,
283,Icy Conquest,Deals ??? M.DMG to all enemies. Enemies inflicted with Frost becomes inflicted with Freeze for 3 sec. Enemies inflicted with Freeze take 100% increased DMG.,4,2020-07-08 12:21:34.345266,2020-07-08 12:21:34.345266,56,20,3,
284,Chill of Early Dawn,Deals ??? M.DMG to 3 enemies every 15 sec and inflicts Frost on them to reduce their ATK Spd by 100 for 8 sec.,NULL,2020-07-08 12:21:44.225631,2020-07-08 12:21:44.225631,56,NULL,4,
285,Collision,Deals ??? P.DMG and knocks down the enemy for 3 sec.,3,2020-07-08 12:21:59.240158,2020-07-08 12:21:59.240158,57,12,1,
286,Headbutt,"Dashes toward the enemy and deals ??? P.DMG, knocking them back. Hit enemy's Attack Spd is reduced by 20% for 10 sec.",2,2020-07-08 12:22:08.901985,2020-07-08 12:22:08.901985,57,8,2,
287,Earth Incarnate,Increases P.DEF and M.DEF by ??? for 15 sec and heals 15% of HP. Gains CC immunity.,3,2020-07-08 12:22:19.640219,2020-07-08 12:22:19.640219,57,22,3,
288,Destroy Armor,"Upon attacking, weakens enemy P.DEF by ??? for 15 sec. Can be stacked up to 5 times max.",NULL,2020-07-08 12:22:26.512548,2020-07-08 12:22:26.512548,57,NULL,4,
289,Vital Strike,Deals ??? P.DMG to frontal enemies in range and stuns them for 1 sec. This attack always inflicts a Crit Hit.,2,2020-07-08 12:22:40.913932,2020-07-08 12:22:40.913932,58,8,1,
290,Coordination,"For 20 sec, places Priscilla and an ally with the highest ATK in 'Coordination' state, and dispels Negative Effects. Priscilla and the ally in Coordination State get an ATK boost equal to 15% of Priscilla's ATK + ???.",3,2020-07-08 12:22:52.372661,2020-07-08 12:22:52.372661,58,15,2,
291,Turbulent Dance,"Deals ??? P.DMG to nearby enemies in a circular range and draws them towards herself. If activated while in the 'Coordination' state, hit enemies take 30% extra P.DMG and M. DMG for 10 sec.",3,2020-07-08 12:23:00.360303,2020-07-08 12:23:00.360303,58,22,3,
292,Weapon Mastery,"Own ATK is increased by ??? , and Penetration is increased by 100.",NULL,2020-07-08 12:23:07.799572,2020-07-08 12:23:07.799572,58,NULL,4,
293,Release! Ultrasonic Wave!,"Attacks frontal enemies in a straight line, dealing a total of ??? P.DMG over 4 times. Each hit inflicts stun for 3 sec, and reduces enemies atk by 25% for 10 sec.",2,2020-07-08 12:23:25.000302,2020-07-08 12:23:25.000302,59,13,1,
294,"Crystal Clear, Matimaruma!","Immediately heals HP of the ally with the lowest HP by ???, creating a shield that absorbs ??? DMG and grants immunity to CC for 10 sec. While the shield is active, heals HP of all allies near the target by ??? every sec, and increases All DEF by ???. Enemies take DMG and ahve their ATK Spd reduced by 250.",2,2020-07-08 12:23:33.421745,2020-07-08 12:23:33.421745,59,17,2,
295,You've Never Seen a Weapon Like This!,"Reduces 4 random allies' Cooldown of all skills by 4 sec. For 15 sec, recovers allies Mana by 150 every sec and increases ATK by ???. Upon every use, ATK Boost effect is increased by ???.",3,2020-07-08 12:24:32.940941,2020-07-08 12:24:32.940941,59,25,3,
296,Battle March Melody,"At the beginning of each battle, heals HP of all allies by ???, and increases Heal Rate by 10%. Heal Boost effect can be stacked up to max 3 times, and is irremovable.",NULL,2020-07-08 12:24:42.522329,2020-07-08 12:24:42.522329,59,NULL,4,
297,Float Like a Butterfly,"Rapidly stabs the enemy, dealing ??? P.DMG. Upon a Crit Hit, stacks 1 Wound and resets cooldown. Per every stacked Wound, DMG dealt by Float Like a Butterfly is increased by 20%. Gains immunity to all DMG while the skill is in use.",1,2020-07-08 12:24:57.242275,2020-07-08 12:24:57.242275,60,3,1,
298,Sharp End,Increases ATK by ??? for 20 sec and increases Crit Chance by 500. This effect cannot be dispelled.,2,2020-07-08 12:25:07.911089,2020-07-08 12:25:07.911089,60,20,2,
299,Shooting Star,Inflicts ??? P.DMG upon enemy with a continuous attack. The last hit blows the enemy away.,3,2020-07-08 12:25:21.548791,2020-07-08 12:25:21.548791,60,20,3,
300,Lucky Child,"Upon a Crit Hit, ATK is increased by ??? for 10 sec. Can be stacked up to 8 times max.",NULL,2020-07-08 12:25:29.669621,2020-07-08 12:25:29.669621,60,NULL,4,
301,Healing Soul,"Heals 4 allies with lowest HP 10% of Max HP, and heals extra ??? HP over 8 sec. This effect cannot be dispelled.",2,2020-07-08 12:25:45.600534,2020-07-08 12:25:45.600534,61,10,1,
302,Salvation,Dispels all negative effects. M.DEF is increased by ??? for 20 sec.,1,2020-07-08 12:25:54.217251,2020-07-08 12:25:54.217251,61,12,2,
303,Soulrush,Deals a total of ??? M.DMG over 10 attacks to enemies within range. Hit enemies' ATK Spd is reduced by 25%.,3,2020-07-08 12:26:02.844077,2020-07-08 12:26:02.844077,61,20,3,
304,Spiritual Tuning,"Every 7 sec, an ally with the lowest Hp recovers 1 orb of mana and ??? HP.",NULL,2020-07-08 12:26:10.448338,2020-07-08 12:26:10.448338,61,NULL,4,
305,Tears of Mr. Python!,"Attacks 2 enemies and deals ??? P.DMG, while poisoning them with Tears of Mr. Python that cannot be dispelled for 4.5 sec. Enemies inflicted with Tears of Mr. Python cannot recover mana, takes 30% increased DMG, and their Block chance is reduced by 500.",2,2020-07-08 12:26:29.568133,2020-07-08 12:26:29.568133,62,10,1,
306,Screechy Grass Extract!,"Attacks a random enemy 3 times and deals a total of ??? DMG, while poisoning them with Screechy Grass Extract for 6 sec. Enemies inflicted with Screechy Grass Extract have their ATK reduced by 30%, and Crit Chance by 500.",3,2020-07-08 12:26:40.348589,2020-07-08 12:26:40.348589,62,10,2,
307,More! Stronger!,"Own ATK is increased by ??? for 20 sec and the effect of [Tears of Mr. Python], [Screechy Grass Extract], [Tickle Tickle Potion] is doubled. Also, target of [Tears of Mr. Python], [Screechy Grass Extract!], [Tickle Tickle Potion] is increased by 1.",3,2020-07-08 12:26:49.848635,2020-07-08 12:26:49.848635,62,25,3,
308,Tickle Tickle Potion!,"Upon attack, poisons target enemy with Tickle Tickle Potion for 10 sec which deals a total of ??? P.DMG over time, and cannot be dispelled. Tickle Tickle Potion can be stacked max 50 times.",NULL,2020-07-08 12:26:58.629293,2020-07-08 12:26:58.629293,62,NULL,4,
309,Destruction,Deals ??? P.DMG to frontal enemies in range and knocks them down for 3 sec.,2,2020-07-08 12:27:14.684485,2020-07-08 12:27:14.684485,63,8,1,
310,Divine Protection,"Deals ??? P.DMG to enemies in range and inflicts Stun for 1 sec. Additionally, own M.DEF is increased by ??? for 10 sec, and takes 80% of M.DMG instead of allies.",1,2020-07-08 12:27:23.520046,2020-07-08 12:27:23.520046,63,30,2,
