id,name,description,tier,created_at,updated_at,sequence,perk_type
856,dark,"Upon attacking, there is a 10% chance of dealing 120% of ATK as P.DMG to a random enemy, while also removing 300 mana and inflicting Silence for 1 sec.",Leo,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
857,light,"ATK, DEF, HP+15% / Crit Chance +100",Lewisia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
858,dark,All skill HP consumption is increased by 50% but cooldowns are reduced by 20%.,Lewisia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
859,light,"ATK, DEF, HP+15% / Crit DMG +20%",Lilia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
860,dark,ATK is increased by 15% per 1 orb of mana.,Lilia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
861,light,"ATK, DEF, HP+15% / M. Block +200",Loman,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
862,dark,"Upon successfully blocking M.DMG, all allies have their M.Block increased by 200 and M.DEF by 10% of Loman's M.DEF for 5 sec. This effect is activated only once every 5 seconds.",Loman,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
863,light,"ATK, DEF, HP+15% / Crit Chance +100",Lorraine,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
864,dark,"At the beginning of each battle, immediately reduces self's Cooldown of all Skills by 30% and increases DMG dealt to Non-Hero enemies by 20% for 90 sec. DMG Boost effect can be stacked up to max 5 times and is irremovable.",Lorraine,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
865,light,"ATK, DEF, HP+15% / CC Resist +100",Lucias,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
866,dark,Increases own Mana Recovery/Sec by 300% for 3 sec upon casting an active skill.,Lucias,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
867,light,"ATK, DEF, HP+15% / Crit DMG +20%",Luna,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
868,dark,"Being granted with blessing of the carrot, Luna increases DMG dealt to Non-Hero enemies by 30%, and takes 30% reduced DMG.",Luna,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
869,light,"ATK, DEF, HP+15% / Crit Chance +100",Maria,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
870,dark,"Upon a Crit Hit, target's CC resistance is reduced by 250 for 10 sec, and all Skill Cooldown, excluding the skill in use, is reduced by 2% each.",Maria,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
871,light,"ATK, DEF, HP+15% / CC Resist +100",May,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
872,dark,Each auto-attack has a 30% chance of healing the ally with the lowest HP by 3% of their HP. Also provides 5% mana to the ally.,May,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
873,light,"ATK, DEF, HP+15% / CC Resist +100",Mediana,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
874,dark,"When Mediana takes DMG, all allies gain 2% ATK. This effect stacks 20 times.",Mediana,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
875,light,"ATK, DEF, HP+15% / Crit DMG +20%",Mirianne,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
876,dark,"Upon killing an enemy, all skill cooldown is reduced by 50%, and recovers 1 orb of mana.",Mirianne,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
877,light,"ATK, DEF, HP+15% / Crit Chance +100",Miruru,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
878,dark,"Miruru stacks Darkness depending on the number of enemies she hits. When she reaches 50 stacks, she goes berserk, boosting her Atk Spd by 800 and her ATK by 20%.",Miruru,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
879,light,"ATK, DEF, HP+15% / Crit DMG +20%",Mitra,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
880,dark,"Upon a Critical Hit, increases own Crit DMG by 0.5% and ATK Spd by 5. This can be stacked up to max 120 times and is irremovable.",Mitra,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
881,light,"ATK, DEF, HP+15% / M. Block +200",Morrah,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
882,dark,"Flame stack DMG is increased by 100%, and max stack number is changed to 120",Morrah,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
883,light,"ATK, DEF, HP+15% / Crit Chance +100",Naila,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
884,dark,"Upon a Critical Hit, increases own ATK by 3% and P.Dodge by 30 for 10 sec. This effect can be stacked up to max 10 times.",Naila,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
885,light,"ATK, DEF, HP+15% / CC Resist +100",Neraxis,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
886,dark,"At the beginning of every battle, reduces DMG that non-Hero enemies deal to all allies except Neraxis by 10% for 30 sec.",Neraxis,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
887,light,"ATK, DEF, HP+15% / ATK.Spd +100",Nia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
888,dark,Normal attacks and [Enhanced Scar of Barbarism] deal additional P.DMG equal to 25% of ATK that ignores DEF.,Nia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
889,light,"ATK, DEF, HP+15% / ATK.Spd +100",Nicky,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
890,dark,Increases own CC Resist by 500.,Nicky,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
891,light,"ATK, DEF, HP+15% / Crit DMG +20%",Nyx,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
892,dark,"When auto attacking, there is a 10% chance of stacking 1 stack of Blade. Nyx's ATK is boosted by 10% per each Blade Stack he holds.",Nyx,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
893,light,"ATK, DEF, HP+15% / ATK.Spd +100",Oddy,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
894,dark,"Every 10 sec, any skills on cooldown for 4 random allies have their cooldowns reduced by 1 sec.",Oddy,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
895,light,"ATK, DEF, HP+15% / Crit DMG +20%",Ophelia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
896,dark,"Upon using a skill, there is a 7% chance that mana cost of all skill is reduced by 1 for 7 sec. This effect cannot be dispelled.",Ophelia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
897,light,"ATK, DEF, HP+15% / Crit DMG +20%",Pansirone,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
898,dark,"For 200 sec after the beginning of the battle, ATK increases by 5% for 15 sec every 10 sec. This effect can be stacked up to max 20 times.",Pansirone,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
899,light,"ATK, DEF, HP+15% / Crit DMG +20%",Pavel,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
900,dark,"Every 3 sec, attacks all enemies and deals 50% of ATK as M.DMG, inflicting Frost with 50% chance. Enemies already inflicted with Frost takes 300% of ATK as M.DMG over time for 3 sec.",Pavel,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
901,light,"ATK, DEF, HP+15% / P. Block +200",Phillop,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
902,dark,"When auto attacking, there is a 10% chance to Stun the target for 2 sec and deal extra DMG worth 10% of own HP.",Phillop,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
903,light,"ATK, DEF, HP+15% / CC Resist +100",Priscilla,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
904,dark,Increase all allies' ATK and P.DEF by 3% of own ATK and P.DEF.,Priscilla,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
905,light,"ATK, DEF, HP+15% / CC Resist +100",Rehartna,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
906,dark,"Upon every skill use, increases 4 random allies' ATK by 3% and All DEF by 3%. This effect can be stacked up to max 10 times, and is irremovable.",Rehartna,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
907,light,"ATK, DEF, HP+15% / Crit DMG +20%",Reina,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
908,dark,"When auto attacking, there is a 10% chance to increase Crit DMG by 100% for 5 sec.",Reina,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
909,light,"ATK, DEF, HP+15% / M.Dodge +100",Rephy,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
910,dark,"Upon attacking, there is a 10% chance to reduce all DEF of the target by 20% and reduce all the hero's cooldowns by 5%.",Rephy,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
911,light,"ATK, DEF, HP+15% / Crit Chance +100",Requina,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
912,dark,"Upon auto attacking an enemy with 50 or more stacks of Tickle Tickle Potion, deals 200% of ATK as extra P.DMG that ignores DEF.",Requina,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
913,light,"ATK, DEF, HP+15% / P. Block +200",Ricardo,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
914,dark,"When own HP goes below 40%, HP does not go under 10% for 6 sec, and all allies' ATK is increased by 50% of own M.DEF. This effect is activated once every 60 sec.",Ricardo,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
915,light,"ATK, DEF, HP+15% / Crit Chance +100",Rodina,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
916,dark,Increases ATK by 20% for 10 seconds and sets 3 random enemies as Rodina's target at the start of every battle.,Rodina,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
917,light,"ATK, DEF, HP+15% / Crit DMG +20%",Roi,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
918,dark,"Upon a Crit Hit, increases ATK Spd increasing by 300 and Crit DMG increasing by 60% for 5 sec. Does not activate again during activation.",Roi,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
919,light,"ATK, DEF, HP+15% / CC Resist +100",Scarlet,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
920,dark,"When receiving Critical DMG, there is a 5% chance the attacker is dispelled of all positive effects and is stunned for 1 sec. Skill cooldown is 8 sec.",Scarlet,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
921,light,"ATK, DEF, HP+15% / Crit DMG +20%",Selene,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
922,dark,Reduces own Crit Chance by 300 and increases Crit DMG by 150%.,Selene,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
923,light,"ATK, DEF, HP+15% / Crit DMG +20%",Seria,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
924,dark,"Seria's all attacks will be Crit Hit, but her All Block will be disabled and she takes 15% increased DMG from Heroes.",Seria,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
925,light,"ATK, DEF, HP+15% / ATK.Spd +100",Shamilia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
926,dark,All effects of curse are enhanced. [Curse of Petrification] Petrification duration is increased by 2 sec. [Curse of Time] Curse of Time duration is increased by 3 sec. [Curse of Pain] Curse of Pain DOT is increased by 50%.,Shamilia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
927,light,"ATK, DEF, HP+15% / CC Resist +100",Shea,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
928,dark,"At the beginning of each battle, gains 1 stack of [Blissful Performance] and recovers own Mana by 500.",Shea,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
929,light,"ATK, DEF, HP+15% / ATK.Spd +100",Sonia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
930,dark,"Upon attack, with 15% chance deals extra M.DMG by 10% of Max HP and injects 1 extra stack of Electricity.",Sonia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
931,light,"ATK, DEF, HP+15% / CC Resist +100",Taily,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
932,dark,"At the beginning of the first battle, reduces 100 Mana every sec for 5 sec, but gains immunity to All DMG.",Taily,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
933,light,"ATK, DEF, HP +15% / Crit DMG +20%",Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
934,dark,"When there is only 1 enemy or more than 5 enemies, reduces Mana Cost of all Skills by 1.",Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
935,light,"ATK, DEF, HP+15% / Crit DMG +20%",Tanya,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
936,dark,"Normal attacks have a 15% chance to activate Stealth mode that lasts for 10 sec. While in Stealth mode, normal attacks deal 50% increased DMG.",Tanya,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
937,light,"ATK, DEF, HP+15% / Crit Chance +100",Theo,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
938,dark,"When 'God of Lightning' is activated, recovers half mana instead. When mana is full, ATK is increased by 50% for 10 sec. This effect only activates once every 20 sec.",Theo,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
939,light,"ATK, DEF, HP+15% / Crit Chance +100",Veronica,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
940,dark,Reduces the cooldown of the caster's all skills by 15% every 20 sec.,Veronica,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
941,light,"ATK, DEF, HP+15% / Crit Chance +100",Viska,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
942,dark,"Per each stacked Soul, Crit Chance is increased by 50 and Crit DMG is increased by 30%.",Viska,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
943,light,"ATK, DEF, HP+15% / Crit Chance +100",Xerah,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
944,dark,Dealing DMG with normal or Skill attacks increases M.DMG the target takes by 2% for 10 sec and reduces its Heal Rate by 2%. This effect can be stacked up to max 10 times.,Xerah,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
945,light,"ATK, DEF, HP+15% / Crit DMG +20%",Yanne,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
946,dark,Auto-attacks ignore enemy Block effects.,Yanne,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
947,light,"ATK, DEF, HP +15% / ATK Spd +100",Yuria,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
948,dark,"At the beginning of the first battle, Yuria gains 'Blessing of Foresight' 'Blessing of Foresight' increases All Dodge Chance by 300 and reduces All DMG to self by 300 for 20 sec. This effect is irremovable. If Yuria is inflicted with CC while under 'Blessing of Foresight' Yuria consumes 'Blessing of Foresight' to dispel all negative effects, gains immunity to CC for 3 sec, and recovers 1 orb of Mana.",Yuria,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
949,light,"ATK, DEF, HP+15% / Crit Chance +100",Zafir,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
950,dark,"Upon Skill use, recovers 700 Mana. If there are 5 or more enemies, Mana Recovery is doubled, and ATK Spd is increased by 500 for 5 sec. This effect does not stack.",Zafir,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
951,Void Whirlwind [Light],Each hit recovers 100 Mana.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s1l,hero
952,Void Whirlwind [Dark],Gains immunity to CC while in use.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s1d,hero
953,Transcendant [Light],Increases ATK Spd by 500 during [Transcendant] state.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s2l,hero
954,Transcendant [Dark],Takes 20% reduced DMG during [Transcendant state.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s2d,hero
955,Void Strike [Light],Dispels postive effect from enemies within range.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s3l,hero
956,Void Strike [Dark],Increases DMG by 40%.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s3d,hero
957,Void Frenzy [Light],Changes the Cooldown of [Void Freny] to 7 Sec.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s4l,hero
958,Void Frenzy [Dark],Increeases DMG dealt to bosses by 50% during [Void Frenzy] state.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,s4d,hero
959,light,"ATK, DEF, HP +15% / ATK Spd +100",Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,light,t5
960,dark,[Void] stacks become irremoveable and normal attacks have a 25% chance to inflict 1 [Void] stack.,Hilda,2020-08-18 0:00:00,2020-08-18 0:00:00,dark,t5
961,Devouring Flame - Caienne [Light],Enemies inflicted with [Ignite] additionally take 25% increased P.DMG.,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s1l,hero
962,Devouring Flame - Caienne [Dark],Increases the duration of [Ignite] by 5 sec.,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s1d,hero
963,Frost of Absolute Zero - Devion [Light],Each hit reduces enemy’s mana by 200.,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s2l,hero
964,Frost of Absolute Zero - Devion [Dark],Increases DMG of [Explosive Reaction] by 60% instead of freezing enemies.,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s2d,hero
965,Raging Storm - Icarus [Light],Reduces Mana Cost by 1.,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s3l,hero
966,Raging Storm - Icarus [Dark],Changes Heal Rate Reduction effect of [Blazing Storm] to 2.5%.,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s3d,hero
967,Quintessence of Technomagic [Light],Additionally increases DMG dealt to non-Hero enemies by 1% upon creating [Exlposive Reaction].,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s4l,hero
968,Quintessence of Technomagic [Dark],Additionally increases Heal Rate by 10% upn creating [Blazing Storm].,Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,s4d,hero
969,light,"ATK, DEF, HP+15% / Crit Chance +100",Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,light,t5
970,dark,"When there is 1 enemy, increases own DMG dealt to bosses by 50%. WHen there are 6 or more allies, increases all allies DMG dealt to bosses excluding self by 5%.",Isolet,2020-09-22 0:00:00,2020-09-22 0:00:00,dark,t5
971,Determined Strike [Light],Increases DMG by 100% when there is one enemy.,Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s1l,hero
972,Determined Strike [Dark],Increases the duration of Stun by 1 sec.,Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s1d,hero
973,Indomitable Will [Light],Increases Crit DMG by 50% while in [Indomitable Will] state.,Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s2l,hero
974,Indomitable Will [Dark],"Upon using the skill, dispels all negative effects from self.",Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s2d,hero
975,Perish [Light],Recovers own Mana by 100 each hit.,Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s3l,hero
976,Perish [Dark],Gains immunity to CC while in use.,Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s3d,hero
977,Power of Galicta [Light],Additionally reduces the target's P.DEF by 50% for the duration of [Curse of Galicta].,Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s4l,hero
978,Power of Galicta [Dark],Deals additional P.DMG equal to 100% of ATK to Non-Hero enemies.,Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,s4d,hero
979,light,"ATK, DEF, HP +15% / Crit Chance +100",Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,light,t5
980,dark,"At the beginning of each battle, Rebel Clause deals 12% increased DMG to Non-Hero enemies and takes 5% reduced DMG. This effect can be stacked up to max 5 times and is irremovable.",Rebel Clause,2020-10-28 0:00:00,2020-10-28 0:00:00,dark,t5
981,"Pochi, bite them! [Light]","When there is 1 enemy, additional M.DMG dealt to Bosses ignores DEF.",Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s1l,hero
982,"Pochi, bite them! [Dark]",[Pochi's Mark] additionally reduced M.DEF by 6%.,Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s1d,hero
983,"Puchi, knock them away! [Light]",The M.Block Chance Reduction effect of [Puchi's Mark] will fix the M.Block Chance to 0 instead.,Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s2l,hero
984,"Puchi, knock them away! [Dark]",Knocks the target away instead of inflicting Stun.,Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s2d,hero
985,"Pippi, wrap them! [Light]",Reduces Mana Cost by 1.,Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s3l,hero
986,"Pippi, wrap them! [Dark]",Increases Mana Cost by 1 and DMG by 100%.,Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s3d,hero
987,"Eh, wahtever. I'm gonna sleep. [Light]",Increases All DMG Reduction effect by 20% while in use.,Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s4l,hero
988,"Eh, wahtever. I'm gonna sleep. [Dark]","At the beginning of each battle, [Eh, whatevery. I'm gonna sleep.] becomes activated.",Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,s4d,hero
989,light,"ATK, DEF, HP +15% / Crit Chance +100",Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,light,t5
990,dark,Increases DMG dealt to Non-Hero enemies by 50% when there is 1 enemy.,Gremory,2020-10-28 0:00:00,2020-10-28 0:00:00,dark,t5
991,Black Moon Brand [Light],Increases DMG by 40%.,Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s1l,hero
992,Black Moon Brand [Dark],[Black Moon Brand] becomes irremovable.,Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s1d,hero
993,Black Moon Mark [Light],Inflicts Stun on the hit enemy for 5 sec.,Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s2l,hero
994,Black Moon Mark [Dark],Increases M.DMG the hit target takes by 30% for 10 sec.,Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s2d,hero
995,Black Moon Strike [Light],Gains immunity to All DMG while in use.,Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s3l,hero
996,Black Moon Strike [Dark],Increases the duration of Stun by 1 sec.,Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s3d,hero
997,Otherworldly Mana [Light],"When there are 3 or more enemies, each hit inficts 1 additional stack of [Otherworldly Curse].",Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s4l,hero
998,Otherworldly Mana [Dark],"When there is 1 enemy, each hit inflicts 1 additional stack of [Otherworldly Curse].",Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,s4d,hero
999,light,"ATK, DEF, HP +15% / ATK Spd +100",Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,light,t5
1000,dark,"At the beginning of each battle, HP does not fall below 10% for 7 sec. If HP falls below 15% for the duration of Skill, DMG dealt to Heroes reduces by 70% for 5 sec. All effects are irremovable.",Riheet,2020-12-21 0:00:00,2020-12-21 0:00:00,dark,t5
1001,Silver Moon Gust [Light],The last hit reduces the target's Mana by 2000.,Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s1l,hero
1002,Silver Moon Gust [Dark],Reduces Cooldown by 3 sec.,Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s1d,hero
1003,Silver Moon Mark [Light],Changes the target to the enemy with the highest ATK.,Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s2l,hero
1004,Silver Moon Mark [Dark],Increases M.DMG the hit target takes by 30% for 10 sec.,Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s2d,hero
1005,Silver Moon Bladestorm [Light],Each hit inflicts Stun on the target for 1 sec.,Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s3l,hero
1006,Silver Moon Bladestorm [Dark],Increases DMG by 40%.,Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s3d,hero
1007,Otherworldly Mana [Light],Each hit reduces the target's ATK Spd by 30 for 10 sec. This effect can be stacked up to max 10 times.,Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s4l,hero
1008,Otherworldly Mana [Dark],"When there is 1 enemy, each hit inflicts 1 additional stack of [Otherworldly Curse].",Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,s4d,hero
1009,light,"ATK, DEF, HP +15% / Crit Chance +100",Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,light,t5
1010,dark,"At the beginning of each battle, increases DMG dealt to bosses by 15%. This effect can be stacked up to max 5 times.",Ripine,2020-12-21 0:00:00,2020-12-21 0:00:00,dark,t5
1011,Death Storm [Light],[Shadow of Death] becomes irremovable.,Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s1l,hero
1012,Death Storm [Dark],[Shadow of Death] additionally increases M.DMG taken by 25%.,Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s1d,hero
1013,Annihilation Wave [Light],Reduces Mana Cost by 1.,Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s2l,hero
1014,Annihilation Wave [Dark],"At the beginnig of the first battle, changes the Skill to [Annihilation Surge].",Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s2d,hero
1015,Doomsday [Light],Reduces Cooldown by 7 sec.,Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s3l,hero
1016,Doomsday [Dark],Each hit reduces the target's Mana by 200.,Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s3d,hero
1017,Armor of the Demon God [Light],"At the beginning of each battle, creates [Armor of the Demon God]",Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s4l,hero
1018,Armor of the Demon God [Dark],Reduces All DMG taken by an additional 15%.,Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,s4d,hero
1019,light,"ATK, DEF, HP +15% / Crit Chance +100",Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,light,t5
1020,dark,Inceases DMG dealt to enemies by 5% every 6 sec. This effect can be stacked up to max 10 times and is irremovable.,Lucikiel,2021-01-19 0:00:00,2021-01-19 0:00:00,dark,t5
1021,Wind of Heart [Light],Increases P.DMG the hit target takes by 25% for 10 sec.,Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s1l,hero
1022,Wind of Heart [Dark],Dispels postive effect from the target.,Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s1d,hero
1023,Gate of Grudges [Light],Reduces Cooldown by 6 sec.,Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s2l,hero
1024,Gate of Grudges [Dark],"For the duration of [Gate of Grudges], each hit inflicts Stun on the target for 1 sec.",Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s2d,hero
1025,Advent of Despair [Light],Increases DMG by 40%.,Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s3l,hero
1026,Advent of Despair [Dark],Dispels negatives effects from all allies.,Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s3d,hero
1027,Vessel of Dark Spirit [Light],Changes additional DMG proportional to Max HP percentage to 1.5%.,Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s4l,hero
1028,Vessel of Dark Spirit [Dark],"When there is 1 enemy, changes Heal Rate proporional to Max HP to 1%.",Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,s4d,hero
1029,light,"ATK, DEF, HP +15% / HP +10%",Shakmeh,2021-02-16 0:00:00,2021-02-16 0:00:00,light,t5
